Temperature,Pressure,Vibration,Level
81.03503791333324,148.7365319606383,8.877302718372931,74.55221979922422
87.6377247545779,184.01791714237072,6.133124040850976,82.21496466061964
84.17691104203126,170.31118376183812,0.658136144343503,86.68852156007055
71.97786751585687,109.75745980094197,1.3510538524406712,87.43582873132324
91.44742041796496,111.35990212813662,7.525828090974496,66.57280967206128
80.25256753698342,142.8993906737563,9.937395920161894,95.22623556008942
95.81649119630643,193.9270728348636,5.140814701148325,67.98737490078551
61.05596676192554,161.58964869829182,8.499274749046808,85.40190709988029
82.94266981550795,179.03240725264828,2.979262977713548,59.722321503688555
61.59580697764263,160.37320517702486,7.770439454260782,90.80771776275029
70.99624639384652,157.81293481830593,0.2924358970781171,74.8593503334005
70.6139321389482,130.7619988742673,7.136229799669183,53.345179146710464
74.3769979885102,145.34689345052504,1.5878405434613951,88.23093918001896
94.81197847836471,133.6919934583808,2.0311274747245776,64.23642811448838
77.72200655673745,109.59350341451803,2.636537782868418,50.63259056450843
79.8570723604023,112.73031314283536,9.811466517144835,61.743583620367936
72.47284773837384,106.95865302687656,7.612373324490154,67.3431097033035
68.41436575773832,120.13242734248,1.747732167918029,77.25984751466835
88.68507010327943,134.99552359822061,0.8250961867367645,65.47813649744894
66.07286371583764,163.28231081457213,9.141817750569908,50.386566960286686
93.89291944414256,198.44599909709243,6.630611983891596,89.74728194680871
78.39064373412774,173.28072304557267,1.9513710545264762,96.79683451007418
95.44222708784297,142.30362795610566,1.4613786847321275,55.677452972127824
77.63727529343286,185.27958433537222,2.0015332880267267,66.7840660173998
83.367406340728,106.34532460458837,4.392960405552863,59.28216589166323
83.45220498238487,177.22643057656887,8.201567663574426,97.66504123785961
96.04958507391348,187.37362674931677,0.6707663493942717,56.43719766174051
77.55054642548431,100.8834035917152,6.857442072472882,58.64338771961711
61.90158450023816,137.5631456891619,9.352948737669584,54.70974250702626
70.78931833295104,177.03691584344958,2.19352203565463,61.36867157937774
84.12152930679855,135.55883180537916,6.218559093187852,87.98573381088126
93.58550956911249,142.9931052629368,5.73228116913711,50.19492812352996
88.78145950423972,188.6755892945356,7.737977889124447,80.60007842884363
80.5540232941814,113.8054147982464,0.005489884711435966,95.91246239005862
90.82121366167212,105.012178373992,3.156125730684752,96.24821484563651
81.46204260991917,172.64472745951676,1.9021379366166702,87.23724561942127
86.04825627656415,118.57565383864164,5.98729553598143,94.56034872525126
74.60464486249107,139.7640929479903,5.973583519280704,57.737574434001274
67.09947285914804,152.78937747620927,6.000821683078215,95.52233890390991
